,FIPS,race,location
48,171699701002199,P1_003N,POINT (-90.66001192556215 40.23534686131332)
49,171699701002199,P1_003N,POINT (-90.65951197326606 40.2349462498116)
50,171699701002199,P1_003N,POINT (-90.65806522988296 40.237599803454714)
51,171699701002199,P1_003N,POINT (-90.6567828571119 40.23928015222872)
52,171699701002199,P1_003N,POINT (-90.65323045096802 40.24128998174235)
53,171699701002199,P1_003N,POINT (-90.66738057070188 40.23647633329068)
54,171699701002199,P1_003N,POINT (-90.65092474015 40.235990702211915)
55,171699701002199,P1_003N,POINT (-90.66997349483545 40.237695101985835)
56,171699701002199,P1_015N,POINT (-90.6507370276413 40.23941981792334)
57,171699701002199,P1_003N,POINT (-90.65822093353343 40.23913891884503)
58,171699701002199,P1_003N,POINT (-90.6723253608398 40.23987255644822)
59,171699701002199,P1_003N,POINT (-90.66992506819605 40.23692419524762)
60,171699701002199,P1_003N,POINT (-90.6733761517173 40.236129616242785)
61,171699701002199,P1_003N,POINT (-90.67377842643721 40.24189343948968)
62,171699701002199,P1_015N,POINT (-90.65314395220527 40.23614548271233)
63,171699701002199,P1_003N,POINT (-90.66535361477465 40.23921709018602)
64,171699701002199,P1_003N,POINT (-90.67638388977215 40.23682222225373)
65,171699701002199,P1_003N,POINT (-90.66167999224348 40.241344211107915)
66,171699701002199,P1_003N,POINT (-90.66561880269155 40.23599396230432)
67,171699701002199,P1_015N,POINT (-90.67324494853332 40.24196012705119)
68,171699701002199,P1_003N,POINT (-90.66450254920221 40.23928254536515)
69,171699701002199,P1_003N,POINT (-90.6710893575046 40.23586327651367)
70,171699701002199,P1_015N,POINT (-90.67124940291468 40.24026849842451)
71,171699701002199,P1_015N,POINT (-90.66769732608745 40.23533982700463)
72,171699701002199,P1_003N,POINT (-90.6552972706677 40.235213843549204)
73,171699701002199,P1_003N,POINT (-90.66139842547513 40.23995889474804)
74,171699701002199,P1_003N,POINT (-90.67336451333813 40.23491204182983)
75,171699701002199,P1_003N,POINT (-90.66751850699835 40.238999347077794)
76,171699701002199,P1_003N,POINT (-90.67636462758003 40.23557031316807)
77,171699701002199,P1_015N,POINT (-90.66582282264007 40.23551732687027)
78,171699701002199,P1_003N,POINT (-90.65481315427715 40.23782652218376)
79,171699701002199,P1_003N,POINT (-90.65299680645741 40.23476256915342)
80,171699701002199,P1_003N,POINT (-90.66902116729275 40.234990335253826)
81,171699701002199,P1_003N,POINT (-90.6631467045571 40.235446046093976)
82,171699701002199,P1_003N,POINT (-90.67474604719439 40.23891779711631)
83,171699701002199,P1_003N,POINT (-90.66340507832517 40.23792039189791)
84,171699701002199,P1_015N,POINT (-90.65081757554937 40.237312302646664)
85,171699701002199,P1_003N,POINT (-90.67311836387213 40.23650929737487)
86,171699701002199,P1_003N,POINT (-90.67761359338648 40.23998632397169)
87,171699701002199,P1_003N,POINT (-90.66041053931178 40.242188758162456)
88,171699701002199,P1_003N,POINT (-90.65883484573862 40.24193870253565)
89,171699701002199,P1_015N,POINT (-90.6782809679611 40.23890771410814)
90,171699701002199,P1_003N,POINT (-90.67723485284553 40.2388056222819)
91,171699701002199,P1_003N,POINT (-90.6528327266198 40.23751926016134)
92,171699701002199,P1_015N,POINT (-90.6634303382585 40.23765030837074)
93,171699701002199,P1_003N,POINT (-90.65204027518467 40.240351657382064)
94,171699701002199,P1_015N,POINT (-90.6738765252771 40.23860727722121)
95,171699701002199,P1_003N,POINT (-90.67114929405203 40.23764713138622)
96,171699701002199,P1_003N,POINT (-90.66400238409587 40.23880488108614)
97,171699701002199,P1_003N,POINT (-90.6654887994554 40.23835342595212)
98,171699701002199,P1_003N,POINT (-90.65499509015855 40.24079702667855)
99,171699701002199,P1_003N,POINT (-90.66528570567802 40.23945970635921)
100,171699701002199,P1_003N,POINT (-90.66687025923827 40.23556900093373)
101,171699701002199,P1_003N,POINT (-90.67222616250345 40.2371597466958)
102,171699701002199,P1_015N,POINT (-90.65916567913543 40.24000062832175)
103,171699701002199,P1_003N,POINT (-90.67001092596159 40.23913154958492)
104,171699701002199,P1_003N,POINT (-90.66931350541932 40.241106309694025)
105,171699701002199,P1_003N,POINT (-90.6741610202412 40.239393820997705)
106,171699701002199,P1_015N,POINT (-90.66258908556904 40.23853705079781)
107,171699701002199,P1_003N,POINT (-90.65378883320159 40.23576992731237)
108,171699701002199,P1_015N,POINT (-90.66420504553305 40.23538568532453)
109,171699701002199,P1_003N,POINT (-90.66666881955123 40.235048894412195)
110,171699701002199,P1_003N,POINT (-90.65646751112678 40.236250035720786)
111,171699701002199,P1_003N,POINT (-90.66051875629063 40.23636396643326)
112,171699701002199,P1_003N,POINT (-90.6601839632129 40.23910650074627)
113,171699701002199,P1_003N,POINT (-90.66772559440322 40.23598982822673)
114,171699701002199,P1_003N,POINT (-90.67648766054252 40.23589863603613)
115,171699701002199,P1_003N,POINT (-90.66985708368215 40.23733872675555)
116,171699701002199,P1_015N,POINT (-90.66037530300619 40.237835543358784)
117,171699701002199,P1_003N,POINT (-90.65344165995896 40.23895699305278)
118,171699701002199,P1_003N,POINT (-90.6566776744308 40.24183917241109)
119,171699701002199,P1_003N,POINT (-90.6567346597571 40.23953407405021)
120,171699701002199,P1_003N,POINT (-90.67266091395788 40.240520482816656)
121,171699701002199,P1_003N,POINT (-90.65441770220713 40.23551649802341)
122,171699701002199,P1_003N,POINT (-90.65056339226645 40.23461648219434)
123,171699701002199,P1_003N,POINT (-90.67107295519901 40.234831955914366)
124,171699701002199,P1_003N,POINT (-90.67090884920508 40.23643945101556)
125,171699701002199,P1_015N,POINT (-90.6759497856551 40.23850685658296)
126,171699701002199,P1_003N,POINT (-90.66689841642878 40.23879205646235)
127,171699701002199,P1_015N,POINT (-90.67122535837126 40.23530551045542)
128,171699701002199,P1_003N,POINT (-90.67118897997095 40.234902838832795)
129,171699701002199,P1_003N,POINT (-90.66726207440576 40.23636829426364)
130,171699701002199,P1_003N,POINT (-90.66592039440147 40.2372332696678)
131,171699701002199,P1_003N,POINT (-90.6770939841681 40.237932915487406)
132,171699701002199,P1_003N,POINT (-90.66285166134207 40.235115545620864)
133,171699701002199,P1_003N,POINT (-90.67681086518527 40.23492263880651)
134,171699701002199,P1_003N,POINT (-90.65095707868235 40.23900830704368)
135,171699701002199,P1_003N,POINT (-90.65396905591717 40.235518202075774)
136,171699701002199,P1_003N,POINT (-90.6562217156733 40.238942046686574)
137,171699701002199,P1_003N,POINT (-90.65622337981331 40.23935389342979)
138,171699701002199,P1_003N,POINT (-90.65143424573456 40.23968863604535)
139,171699701002199,P1_003N,POINT (-90.65998776469296 40.23973997878776)
140,171699701002199,P1_003N,POINT (-90.66840078556814 40.2361726471471)
141,171699701002199,P1_003N,POINT (-90.66172486100852 40.24096918455895)
142,171699701002199,P1_003N,POINT (-90.66088963037467 40.24145721255855)
143,171699701002199,P1_003N,POINT (-90.6584925958303 40.23754472377328)
144,171699701002199,P1_003N,POINT (-90.67673862257274 40.239908587048745)
145,171699701002199,P1_015N,POINT (-90.657287844864 40.236124547714006)
146,171699701002199,P1_003N,POINT (-90.66118603398624 40.235190531305925)
147,171699701002199,P1_003N,POINT (-90.67188491846517 40.23932863918615)
148,171699701002199,P1_015N,POINT (-90.655261951409 40.236809820121216)
149,171699701002199,P1_003N,POINT (-90.67010552572772 40.23690444098358)
150,171699701002199,P1_003N,POINT (-90.67595443931415 40.23647950908223)
151,171699701002199,P1_003N,POINT (-90.65949046123389 40.23783213191499)
152,171699701002199,P1_003N,POINT (-90.66388697402138 40.23801570320649)
153,171699701002199,P1_003N,POINT (-90.65664398530862 40.23733053124731)
154,171699701002199,P1_003N,POINT (-90.664190777874 40.237711678769465)
155,171699701002199,P1_003N,POINT (-90.6569445744867 40.23701100961634)
156,171699701002199,P1_003N,POINT (-90.65884654949619 40.24200804006473)
157,171699701002199,P1_003N,POINT (-90.65196190612208 40.23623725260241)
158,171699701002199,P1_003N,POINT (-90.67625709712658 40.23801940506481)
159,171699701002199,P1_003N,POINT (-90.65942813652508 40.239501132385854)
160,171699701002199,P1_003N,POINT (-90.6766098588773 40.23503481744196)
161,171699701002199,P1_003N,POINT (-90.66385319033148 40.23798615100198)
162,171699701002199,P1_003N,POINT (-90.65981016606514 40.24011660347634)
163,171699701002199,P1_003N,POINT (-90.6543950120919 40.23930128624442)
164,171699701002199,P1_003N,POINT (-90.65519731325313 40.23647787321216)
165,171699701002199,P1_015N,POINT (-90.65543423036607 40.236957148315895)
166,171699701002199,P1_003N,POINT (-90.66971083039351 40.23941074211349)
167,171699701002199,P1_003N,POINT (-90.66524943119471 40.237425348436695)
168,171699701002199,P1_003N,POINT (-90.67362752992732 40.23729325752106)
169,171699701002199,P1_003N,POINT (-90.67168279134427 40.23483862875962)
170,171699701002199,P1_003N,POINT (-90.66272376074349 40.235601811283594)
171,171699701002199,P1_003N,POINT (-90.65611317153036 40.24127108833808)
172,171699701002199,P1_003N,POINT (-90.67303493492062 40.23480888866632)
173,171699701002199,P1_003N,POINT (-90.6617755659994 40.238646165226555)
174,171699701002199,P1_003N,POINT (-90.66535932467293 40.235613866243725)
175,171699701002199,P1_003N,POINT (-90.66215299523999 40.242180461488104)
176,171699701002199,P1_003N,POINT (-90.65978126481372 40.23582435526904)
177,171699701002199,P1_015N,POINT (-90.67034390096651 40.236088987228854)
178,171699701002199,P1_003N,POINT (-90.6548879613676 40.24147058614013)
179,171699701002199,P1_015N,POINT (-90.65871594455314 40.24057873236096)
180,171699701002199,P1_003N,POINT (-90.6719601386111 40.2410761745372)
181,171699701002199,P1_015N,POINT (-90.65259523816462 40.235106388450525)
182,171699701002199,P1_003N,POINT (-90.65884209072023 40.23530071581407)
183,171699701002199,P1_003N,POINT (-90.67457735187216 40.23526559534049)
184,171699701002199,P1_003N,POINT (-90.67830536213489 40.238585710652806)
185,171699701002199,P1_003N,POINT (-90.65754225393479 40.236495675050676)
186,171699701002199,P1_003N,POINT (-90.6520200052126 40.241450396346316)
187,171699701002199,P1_003N,POINT (-90.65382849221656 40.23504925273502)
188,171699701002199,P1_003N,POINT (-90.66396239015059 40.2410822107016)
189,171699701002199,P1_003N,POINT (-90.67229957654602 40.23527670009278)
190,171699701002199,P1_003N,POINT (-90.66318487044643 40.23921826458065)
191,171699701002199,P1_003N,POINT (-90.65581184340529 40.235422522965884)
192,171699701002199,P1_003N,POINT (-90.65626652041193 40.23802728467963)
193,171699701002199,P1_003N,POINT (-90.67167165435751 40.23699201485817)
194,171699701002199,P1_003N,POINT (-90.66828337546711 40.23869518188005)
195,171699701002199,P1_003N,POINT (-90.67086224710687 40.23655810667061)
196,171699701002199,P1_003N,POINT (-90.66751350323356 40.24096168788987)
197,171699701002199,P1_003N,POINT (-90.6706702569965 40.24124818298229)
198,171699701002199,P1_003N,POINT (-90.66484312208219 40.239516530707995)
199,171699701002199,P1_003N,POINT (-90.65764031774223 40.238391448248734)
200,171699701002199,P1_003N,POINT (-90.66266658916403 40.237905728487654)
201,171699701002199,P1_003N,POINT (-90.67347685298999 40.238115406916926)
202,171699701002199,P1_003N,POINT (-90.66732241957573 40.23694011469939)
203,171699701002199,P1_003N,POINT (-90.66431151539076 40.23528549751202)
204,171699701002199,P1_003N,POINT (-90.65480728693741 40.240955369761934)
205,171699701002199,P1_003N,POINT (-90.67244455581776 40.24104292213995)
206,171699701002199,P1_003N,POINT (-90.65283616884314 40.23896313254674)
207,171699701002199,P1_015N,POINT (-90.65426443673323 40.23701716254767)
208,171699701002199,P1_003N,POINT (-90.66331271277086 40.23766482012609)
209,171699701002199,P1_003N,POINT (-90.66807193154996 40.2381747794813)
210,171699701002199,P1_003N,POINT (-90.66895295178189 40.235296879287844)
211,171699701002199,P1_003N,POINT (-90.65690492968866 40.23483405228409)
212,171699701002199,P1_003N,POINT (-90.67135358383862 40.2395562646054)
213,171699701002199,P1_003N,POINT (-90.67215352197455 40.23530957051394)
214,171699701002199,P1_015N,POINT (-90.65299020051386 40.2418590387151)
215,171699701002199,P1_003N,POINT (-90.67059662721513 40.236073821323636)
216,171699701002199,P1_003N,POINT (-90.6544903151229 40.241937984628095)
217,171699701002199,P1_003N,POINT (-90.66023495695114 40.241130995357274)
218,171699701002199,P1_015N,POINT (-90.67512864316829 40.239612838519996)
219,171699701002199,P1_003N,POINT (-90.67316815697008 40.23927471437004)
220,171699701002199,P1_003N,POINT (-90.67676322705054 40.23759668342471)
221,171699701002199,P1_003N,POINT (-90.65728167199032 40.23586605536515)
222,171699701002199,P1_003N,POINT (-90.67566894956009 40.237703540908754)
223,171699701002199,P1_015N,POINT (-90.66080191097512 40.237682796988146)
224,171699701002199,P1_003N,POINT (-90.65096865529563 40.240718992880865)
225,171699701002199,P1_003N,POINT (-90.67030629968194 40.23688264963512)
226,171699701002199,P1_003N,POINT (-90.6651604748823 40.23585426753182)
227,171699701002199,P1_015N,POINT (-90.6681825628259 40.23577315290432)
228,171699701002199,P1_003N,POINT (-90.67084059571827 40.23717912269264)
229,171699701002199,P1_003N,POINT (-90.65727264435994 40.23867155144433)
230,171699701002199,P1_015N,POINT (-90.67781812932576 40.2352404327921)
231,171699701002199,P1_003N,POINT (-90.6656234939926 40.23747967860738)
232,171699701002199,P1_003N,POINT (-90.65533767399198 40.236014611269255)
233,171699701002199,P1_015N,POINT (-90.65639757566312 40.23537805826888)
234,171699701002199,P1_003N,POINT (-90.66159937641814 40.240812987183794)
235,171699701002199,P1_015N,POINT (-90.67533911467308 40.24084641067583)
236,171699701002199,P1_003N,POINT (-90.67695999992281 40.240350337694984)
237,171699701002199,P1_015N,POINT (-90.65113803968991 40.23988606355709)
238,171699701002199,P1_003N,POINT (-90.66596967235628 40.235766433420316)
239,171699701002199,P1_015N,POINT (-90.6723005833075 40.23616357036981)
240,171699701002199,P1_003N,POINT (-90.65474565191795 40.23810377444786)
241,171699701002199,P1_003N,POINT (-90.6665931330418 40.23530564093314)
242,171699701002199,P1_015N,POINT (-90.6715484023866 40.23734770959787)
243,171699701002199,P1_015N,POINT (-90.65304965923187 40.24019251491724)
244,171699701002199,P1_003N,POINT (-90.65658035257162 40.23659113605591)
245,171699701002199,P1_003N,POINT (-90.67186893613126 40.24197000288297)
246,171699701002199,P1_003N,POINT (-90.65965024626294 40.23533275354953)
247,171699701002199,P1_003N,POINT (-90.66847270751096 40.23594147975174)
248,171699701002199,P1_015N,POINT (-90.67256593732729 40.23811589783265)
249,171699701002199,P1_003N,POINT (-90.67270403959974 40.23643213106029)
250,171699701002199,P1_003N,POINT (-90.66286204829953 40.23740924622728)
251,171699701002199,P1_003N,POINT (-90.65585617851292 40.23944291671784)
252,171699701002199,P1_003N,POINT (-90.65924113911643 40.239605121311726)
253,171699701002199,P1_003N,POINT (-90.6614906768717 40.23778204133654)
254,171699701002199,P1_003N,POINT (-90.66299043342454 40.23649520200891)
255,171699701002199,P1_003N,POINT (-90.65980445964884 40.23541825467728)
256,171699701002199,P1_015N,POINT (-90.65737166217517 40.23849800762267)
257,171699701002199,P1_003N,POINT (-90.6613384759895 40.236931919825494)
258,171699701002199,P1_003N,POINT (-90.66905853357146 40.23673314122633)
259,171699701002199,P1_003N,POINT (-90.6688780581587 40.24025834712986)
260,171699701002199,P1_003N,POINT (-90.66728848652718 40.24128328957154)
261,171699701002199,P1_003N,POINT (-90.65089430253266 40.23656649010788)
262,171699701002199,P1_003N,POINT (-90.66948124200154 40.23622776889146)
263,171699701002199,P1_003N,POINT (-90.66331144543616 40.23741237369434)
264,171699701002199,P1_015N,POINT (-90.65179109176914 40.24012705329391)
265,171699701002199,P1_003N,POINT (-90.65591408102969 40.24166019308216)
266,171699701002199,P1_003N,POINT (-90.65244815348102 40.23807240622699)
267,171699701002199,P1_003N,POINT (-90.65956207756467 40.239994227482335)
268,171699701002199,P1_003N,POINT (-90.66398316209718 40.23737121762036)
269,171699701002199,P1_003N,POINT (-90.66208707210045 40.23782582029863)
270,171699701002199,P1_003N,POINT (-90.65186478149435 40.23883609961049)
271,171699701002199,P1_003N,POINT (-90.65537241261677 40.24188218093461)
272,171699701002199,P1_003N,POINT (-90.67568771112786 40.2362862176721)
273,171699701002199,P1_003N,POINT (-90.66964168611173 40.239975370008864)
274,171699701002199,P1_003N,POINT (-90.6639528304579 40.2421303188323)
275,171699701002199,P1_003N,POINT (-90.65119846761314 40.23861462064577)
276,171699701002199,P1_003N,POINT (-90.6630896269895 40.23693250105212)
277,171699701002199,P1_003N,POINT (-90.67239367017004 40.240787051666516)
278,171699701002199,P1_003N,POINT (-90.65169487301655 40.236181394796354)
279,171699701002199,P1_003N,POINT (-90.65264090776485 40.241436516861704)
280,171699701002199,P1_003N,POINT (-90.67220082654849 40.236770249834244)
281,171699701002199,P1_003N,POINT (-90.6780184683152 40.236972869712936)
282,171699701002199,P1_003N,POINT (-90.65064143484207 40.23686666172568)
283,171699701002199,P1_015N,POINT (-90.67764277613117 40.23515836885004)
284,171699701002199,P1_003N,POINT (-90.6577990469989 40.23839955803818)
285,171699701002199,P1_003N,POINT (-90.66230302430809 40.23729181242252)
286,171699701002199,P1_003N,POINT (-90.6708291452527 40.238247156621114)
287,171699701002199,P1_003N,POINT (-90.6762124454844 40.237551455172024)
288,171699701002199,P1_003N,POINT (-90.67333223320621 40.23854239808845)
289,171699701002199,P1_003N,POINT (-90.66128696519634 40.23666613514678)
290,171699701002199,P1_003N,POINT (-90.65897497486935 40.24028581602147)
291,171699701002199,P1_003N,POINT (-90.66891487597 40.238222843100104)
292,171699701002199,P1_003N,POINT (-90.66311995299007 40.23796018148292)
293,171699701002199,P1_003N,POINT (-90.67211699568678 40.23860349891335)
294,171699701002199,P1_003N,POINT (-90.67809550458152 40.23921275004658)
295,171699701002199,P1_003N,POINT (-90.66049281973392 40.23921775497558)
296,171699701002199,P1_003N,POINT (-90.65372841052367 40.238718895812696)
297,171699701002199,P1_003N,POINT (-90.6548349430761 40.23659126747267)
298,171699701002199,P1_003N,POINT (-90.67306664493499 40.24119182943272)
299,171699701002199,P1_003N,POINT (-90.65755302427664 40.23566733323189)
300,171699701002199,P1_003N,POINT (-90.65510852660901 40.238162179447244)
301,171699701002199,P1_015N,POINT (-90.66419010992506 40.24031777254212)
302,171699701002199,P1_015N,POINT (-90.65722130160285 40.24201012153084)
303,171699701002199,P1_003N,POINT (-90.67380909870745 40.24130113676797)
304,171699701002199,P1_003N,POINT (-90.65277155265713 40.23568146620009)
305,171699701002199,P1_003N,POINT (-90.66745267312633 40.23813049117374)
306,171699701002199,P1_003N,POINT (-90.65923310023963 40.23773107596663)
307,171699701002199,P1_003N,POINT (-90.6769729518121 40.23876603524821)
308,171699701002199,P1_003N,POINT (-90.6513796431971 40.23587395483617)
309,171699701002199,P1_003N,POINT (-90.67500049104602 40.241276454697804)
310,171699701002199,P1_003N,POINT (-90.65090738616962 40.23857569954194)
311,171699701002199,P1_003N,POINT (-90.66518560863334 40.23965968765946)
312,171699701002199,P1_003N,POINT (-90.67332844160786 40.238106323711385)
313,171699701002199,P1_003N,POINT (-90.66026677408237 40.23631571373678)
314,171699701002199,P1_003N,POINT (-90.67095934947949 40.24065103682956)
315,171699701002199,P1_003N,POINT (-90.67127901721798 40.240715839334676)
316,171699701002199,P1_003N,POINT (-90.65325991998564 40.23998446779698)
317,171699701002199,P1_003N,POINT (-90.67591675358462 40.2405249206177)
318,171699701002199,P1_003N,POINT (-90.65575675455102 40.2371429325781)
319,171699701002199,P1_003N,POINT (-90.65681762119905 40.24037774889303)
320,171699701002199,P1_003N,POINT (-90.67014715860476 40.24160088669565)
321,171699701002199,P1_003N,POINT (-90.6584527026555 40.235832850037454)
322,171699701002199,P1_003N,POINT (-90.67554270059486 40.23765148343746)
323,171699701002199,P1_003N,POINT (-90.65468543463938 40.237393687674846)
324,171699701002199,P1_003N,POINT (-90.66409449616482 40.24210201603341)
325,171699701002199,P1_003N,POINT (-90.66613686189179 40.23545797698651)
326,171699701002199,P1_003N,POINT (-90.65190808282847 40.23648457015144)
327,171699701002199,P1_015N,POINT (-90.66293963690468 40.23511181466211)
328,171699701002199,P1_015N,POINT (-90.65363872933095 40.23789297592031)
329,171699701002199,P1_015N,POINT (-90.66655113273308 40.23705677662064)
330,171699701002199,P1_003N,POINT (-90.67251510756893 40.23816251473754)
331,171699701002199,P1_015N,POINT (-90.65202184875137 40.24189653642038)
332,171699701002199,P1_003N,POINT (-90.67266249740072 40.24191622388067)
333,171699701002199,P1_003N,POINT (-90.65972560835701 40.239072065647555)
334,171699701002199,P1_003N,POINT (-90.6758768791474 40.23922870130073)
335,171699701002199,P1_003N,POINT (-90.65296551729895 40.238927827599454)
336,171699701002199,P1_003N,POINT (-90.67640435082309 40.23797410546298)
337,171699701002199,P1_015N,POINT (-90.66315540012445 40.239968995031866)
338,171699701002199,P1_003N,POINT (-90.66260224234574 40.239657569344004)
339,171699701002199,P1_015N,POINT (-90.66880174806865 40.23694296031817)
340,171699701002199,P1_015N,POINT (-90.66781764721303 40.23990875513791)
341,171699701002199,P1_003N,POINT (-90.65380300558168 40.23624495459652)
342,171699701002199,P1_003N,POINT (-90.66680389104195 40.24214431663195)
343,171699701002199,P1_003N,POINT (-90.66930756974038 40.23641349980482)
344,171699701002199,P1_003N,POINT (-90.66765957400098 40.24079877297517)
345,171699701002199,P1_003N,POINT (-90.67608287234752 40.23896992424694)
346,171699701002199,P1_003N,POINT (-90.65734384575923 40.237864653086895)
347,171699701002199,P1_003N,POINT (-90.66841101802528 40.23800518329211)
348,171699701002199,P1_003N,POINT (-90.6506168992038 40.24053258016391)
349,171699701002199,P1_003N,POINT (-90.65435840939075 40.23481882017585)
350,171699701002199,P1_015N,POINT (-90.65711593897753 40.24135595124458)
351,171699701002199,P1_003N,POINT (-90.6756369125637 40.23737660667922)
352,171699701002199,P1_003N,POINT (-90.66086917444008 40.23564089328307)
353,171699701002199,P1_003N,POINT (-90.65361234305584 40.23859092727074)
354,171699701002199,P1_015N,POINT (-90.65129486390619 40.23747014737207)
355,171699701002199,P1_015N,POINT (-90.6545573306549 40.24130370768316)
356,171699701002199,P1_015N,POINT (-90.6686877165849 40.23765677488806)
357,171699701002199,P1_003N,POINT (-90.66273562966879 40.24017260890629)
358,171699701002199,P1_015N,POINT (-90.6646241051918 40.23888908743917)
359,171699701002199,P1_003N,POINT (-90.67014855027007 40.23967812271133)
360,171699701002199,P1_015N,POINT (-90.65068431751686 40.2351183600035)
361,171699701002199,P1_003N,POINT (-90.67375682651836 40.235537537019404)
362,171699701002199,P1_003N,POINT (-90.65177571458233 40.241019512120815)
363,171699701002199,P1_003N,POINT (-90.67107012930884 40.23678815728619)
364,171699701002199,P1_003N,POINT (-90.67686015814036 40.238684550186775)
365,171699701002199,P1_003N,POINT (-90.66503362006381 40.23850895176705)
366,171699701002199,P1_003N,POINT (-90.6566940804787 40.237460417770265)
367,171699701002199,P1_003N,POINT (-90.66965706897876 40.24031287211834)
368,171699701002199,P1_003N,POINT (-90.6709463120844 40.24182955200398)
369,171699701002199,P1_003N,POINT (-90.67539258462419 40.240917031370905)
370,171699701002199,P1_003N,POINT (-90.66223576942002 40.24076763693465)
371,171699701002199,P1_003N,POINT (-90.67163029685047 40.240871430557796)
372,171699701002199,P1_003N,POINT (-90.6705750174782 40.2391229845558)
373,171699701002199,P1_003N,POINT (-90.6624402595664 40.235524621752006)
374,171699701002199,P1_015N,POINT (-90.66304563972706 40.24096151237315)
375,171699701002199,P1_003N,POINT (-90.65384072686649 40.23577165020569)
376,171699701002199,P1_003N,POINT (-90.65276210845278 40.235842483741315)
377,171699701002199,P1_003N,POINT (-90.67336406206671 40.235883353869774)
378,171699701002199,P1_003N,POINT (-90.66112177896595 40.24086516441528)
379,171699701002199,P1_003N,POINT (-90.66725488002909 40.23965298277131)
380,171699701002199,P1_003N,POINT (-90.6575862603245 40.239188049091645)
381,171699701002199,P1_003N,POINT (-90.65364121333678 40.241175545758836)
382,171699701002199,P1_003N,POINT (-90.66668321318295 40.23672365196506)
383,171699701002199,P1_003N,POINT (-90.65817706699137 40.24109926722918)
384,171699701002199,P1_003N,POINT (-90.67005408966068 40.241221154164826)
385,171699701002199,P1_003N,POINT (-90.67509579134625 40.24129021044838)
386,171699701002199,P1_003N,POINT (-90.6686174233883 40.23602867402433)
387,171699701002199,P1_003N,POINT (-90.67484050748635 40.23571170016082)
