,FIPS,race,location
146,170318371002012,P1_011N,POINT (-87.69760501136842 41.884680037166426)
147,170318371002012,P1_004N,POINT (-87.69787034887634 41.88444305170727)
148,170318371002012,P1_013N,POINT (-87.69784183256063 41.884383843249374)
149,170318371002012,P1_003N,POINT (-87.69753893286916 41.88425186598373)
150,170318371002012,P1_004N,POINT (-87.6977859735015 41.88477974826222)
151,170318371002012,P1_004N,POINT (-87.69823068347826 41.88420409147742)
152,170318371002012,P1_013N,POINT (-87.69806368130416 41.8846254577323)
153,170318371002012,P1_015N,POINT (-87.69850505520508 41.88444166428146)
154,170318371002012,P1_003N,POINT (-87.69871946499502 41.88467930587706)
155,170318371002012,P1_004N,POINT (-87.69868781578545 41.884494164025504)
156,170318371002012,P1_004N,POINT (-87.69795715067274 41.88454036134522)
157,170318371002012,P1_004N,POINT (-87.69778920422563 41.885222212266164)
158,170318371002012,P1_003N,POINT (-87.6978879783083 41.88469478698532)
159,170318371002012,P1_003N,POINT (-87.69789859407298 41.88476304712539)
160,170318371002012,P1_006N,POINT (-87.6980081755331 41.88457834544597)
161,170318371002012,P1_004N,POINT (-87.69765990625211 41.88447260475396)
162,170318371002012,P1_004N,POINT (-87.69853974766725 41.88454484666494)
163,170318371002012,P1_004N,POINT (-87.6987101175353 41.8842391139301)
164,170318371002012,P1_003N,POINT (-87.6976535455017 41.885342561651626)
165,170318371002012,P1_003N,POINT (-87.69762306884128 41.88462407545394)
166,170318371002012,P1_004N,POINT (-87.69779639090137 41.885160876463466)
167,170318371002012,P1_003N,POINT (-87.69805311479757 41.88422139633622)
168,170318371002012,P1_003N,POINT (-87.69768858632423 41.88497771999701)
169,170318371002012,P1_004N,POINT (-87.6976141531892 41.88489941036667)
170,170318371002012,P1_004N,POINT (-87.69874772541675 41.88420819630736)
171,170318371002012,P1_015N,POINT (-87.69763420034465 41.88425002569772)
172,170318371002012,P1_003N,POINT (-87.69827415107758 41.88468800568373)
173,170318371002012,P1_004N,POINT (-87.69758012852974 41.88435841267401)
174,170318371002012,P1_015N,POINT (-87.69846702918167 41.884177897607735)
175,170318371002012,P1_011N,POINT (-87.69807826545619 41.88448013400345)
176,170318371002012,P1_004N,POINT (-87.69837437592234 41.884423660308656)
177,170318371002012,P1_011N,POINT (-87.69775809842957 41.8846447086586)
178,170318371002012,P1_004N,POINT (-87.69769522389612 41.88448549760804)
179,170318371002012,P1_004N,POINT (-87.69790979037137 41.88535378737182)
180,170318371002012,P1_004N,POINT (-87.69756520162119 41.88481016680836)
181,170318371002012,P1_004N,POINT (-87.69804624276752 41.88424082661245)
182,170318371002012,P1_003N,POINT (-87.69869414060503 41.88451219919279)
183,170318371002012,P1_004N,POINT (-87.69778197399593 41.88444462909499)
184,170318371002012,P1_003N,POINT (-87.69813959401463 41.88461960156093)
185,170318371002012,P1_011N,POINT (-87.6979909278876 41.88471866509803)
186,170318371002012,P1_003N,POINT (-87.69780126729128 41.88492281081741)
187,170318371002012,P1_003N,POINT (-87.6978517798896 41.88481859752965)
188,170318371002012,P1_004N,POINT (-87.69848790934174 41.884264409203304)
189,170318371002012,P1_003N,POINT (-87.6982037952548 41.884250703218065)
190,170318371002012,P1_011N,POINT (-87.69783970444966 41.88507413387526)
191,170318371002012,P1_011N,POINT (-87.69787357104767 41.884362311387996)
192,170318371002012,P1_013N,POINT (-87.6978402476396 41.884211581030776)
193,170318371002012,P1_004N,POINT (-87.69834442329255 41.88463724654887)
194,170318371002012,P1_003N,POINT (-87.69773641560354 41.88431197440543)
195,170318371002012,P1_011N,POINT (-87.69865088596184 41.88431523809214)
196,170318371002012,P1_004N,POINT (-87.69762323677794 41.885370239906365)
197,170318371002012,P1_004N,POINT (-87.6976250653916 41.88517689603355)
198,170318371002012,P1_003N,POINT (-87.69878433812663 41.88460263895514)
199,170318371002012,P1_003N,POINT (-87.69787094586547 41.884506946145684)
200,170318371002012,P1_003N,POINT (-87.69802563959341 41.884204670312016)
201,170318371002012,P1_004N,POINT (-87.69786706494487 41.885149442992486)
202,170318371002012,P1_003N,POINT (-87.6987574554464 41.884323030443134)
203,170318371002012,P1_019N,POINT (-87.6976945781876 41.88538813027804)
204,170318371002012,P1_004N,POINT (-87.69781047145204 41.88541767192554)
205,170318371002012,P1_019N,POINT (-87.698504783892 41.884679143659426)
206,170318371002012,P1_004N,POINT (-87.69836942079138 41.88441468551423)
207,170318371002012,P1_003N,POINT (-87.69790551464426 41.88533382555915)
208,170318371002012,P1_004N,POINT (-87.69759099020817 41.88521511200936)
209,170318371002012,P1_004N,POINT (-87.69865636559341 41.88449963702311)
210,170318371002012,P1_004N,POINT (-87.69879505741677 41.88437383361102)
211,170318371002012,P1_003N,POINT (-87.69783239914334 41.88532623785644)
212,170318371002012,P1_004N,POINT (-87.69794770229221 41.8846035325539)
213,170318371002012,P1_019N,POINT (-87.69759302237102 41.88507949547648)
214,170318371002012,P1_004N,POINT (-87.69802249202654 41.884712533250756)
215,170318371002012,P1_015N,POINT (-87.69781338281835 41.8845928635736)
216,170318371002012,P1_003N,POINT (-87.69781273158983 41.88528814799456)
217,170318371002012,P1_015N,POINT (-87.69860746362603 41.88424831173911)
218,170318371002012,P1_015N,POINT (-87.69786294682572 41.88545873827723)
219,170318371002012,P1_011N,POINT (-87.69773054622455 41.88461243429864)
220,170318371002012,P1_006N,POINT (-87.6978415912662 41.88531070422793)
221,170318371002012,P1_019N,POINT (-87.69774013947537 41.885276289776165)
222,170318371002012,P1_003N,POINT (-87.69795353004712 41.88452390060938)
223,170318371002012,P1_006N,POINT (-87.6979248755489 41.88431218372301)
224,170318371002012,P1_004N,POINT (-87.69811004005196 41.88425471666861)
225,170318371002012,P1_013N,POINT (-87.69763204101014 41.88549082229074)
226,170318371002012,P1_004N,POINT (-87.69842564374649 41.88457425543653)
227,170318371002012,P1_004N,POINT (-87.69831688997571 41.88473277289219)
228,170318371002012,P1_019N,POINT (-87.6983840540822 41.884685515001784)
229,170318371002012,P1_004N,POINT (-87.69787017652082 41.88540070471057)
230,170318371002012,P1_004N,POINT (-87.69765668673976 41.884945334519)
231,170318371002012,P1_003N,POINT (-87.69837852744024 41.884278070452204)
232,170318371002012,P1_004N,POINT (-87.69880964592922 41.884329146970494)
233,170318371002012,P1_004N,POINT (-87.69789872901531 41.885433090098395)
234,170318371002012,P1_019N,POINT (-87.69836060848843 41.88458486778545)
235,170318371002012,P1_004N,POINT (-87.69847527545346 41.88471446914421)
236,170318371002012,P1_003N,POINT (-87.69759443646399 41.88530005799748)
237,170318371002012,P1_015N,POINT (-87.69762824159587 41.88517243092742)
238,170318371002012,P1_004N,POINT (-87.69785196652181 41.8853996077524)
239,170318371002012,P1_003N,POINT (-87.69868784651307 41.88424324990207)
240,170318371002012,P1_013N,POINT (-87.69802783832104 41.88456335267624)
241,170318371002012,P1_015N,POINT (-87.69772582905446 41.88541333379499)
242,170318371002012,P1_004N,POINT (-87.698727978967 41.88460507127798)
243,170318371002012,P1_003N,POINT (-87.69835512635278 41.884379109150366)
244,170318371002012,P1_004N,POINT (-87.69764649360893 41.88420837333989)
245,170318371002012,P1_006N,POINT (-87.69780763002349 41.884377187643864)
246,170318371002012,P1_004N,POINT (-87.69772987745162 41.88499260310412)
247,170318371002012,P1_003N,POINT (-87.69783035504595 41.884406666581334)
248,170318371002012,P1_011N,POINT (-87.69807527804541 41.884530218529385)
249,170318371002012,P1_004N,POINT (-87.69830185611214 41.88449487627111)
250,170318371002012,P1_004N,POINT (-87.69841195967795 41.88427771474728)
251,170318371002012,P1_004N,POINT (-87.69780025729513 41.88542945130208)
252,170318371002012,P1_003N,POINT (-87.69777176310814 41.88483314608727)
253,170318371002012,P1_011N,POINT (-87.69766410529584 41.88477975778245)
254,170318371002012,P1_003N,POINT (-87.69833126323996 41.884434990921605)
255,170318371002012,P1_011N,POINT (-87.69790156386036 41.884546863280534)
256,170318371002012,P1_004N,POINT (-87.69847986922707 41.88444906887974)
257,170318371002012,P1_006N,POINT (-87.69767497104691 41.884765150340506)
258,170318371002012,P1_004N,POINT (-87.69766243299435 41.88434466687514)
259,170318371002012,P1_004N,POINT (-87.69872430570064 41.88457662663358)
260,170318371002012,P1_004N,POINT (-87.69759719840393 41.884308277595345)
261,170318371002012,P1_011N,POINT (-87.69790691864789 41.88474517486639)
262,170318371002012,P1_004N,POINT (-87.6981616182037 41.88450302793594)
263,170318371002012,P1_003N,POINT (-87.69847872913168 41.88437491084537)
264,170318371002012,P1_003N,POINT (-87.69862527892685 41.88461224011038)
265,170318371002012,P1_013N,POINT (-87.69822710720508 41.88442165373119)
266,170318371002012,P1_003N,POINT (-87.69790883903768 41.88489525745319)
267,170318371002012,P1_006N,POINT (-87.69805123870204 41.88426511282737)
268,170318371002012,P1_004N,POINT (-87.69794886139256 41.88431241268081)
269,170318371002012,P1_003N,POINT (-87.6976922419232 41.88533235866412)
270,170318371002012,P1_015N,POINT (-87.69817817699033 41.884478712880174)
271,170318371002012,P1_004N,POINT (-87.69787880517134 41.885214919961186)
272,170318371002012,P1_003N,POINT (-87.69778268797178 41.88488276411523)
273,170318371002012,P1_004N,POINT (-87.69789962855683 41.88427780584108)
274,170318371002012,P1_003N,POINT (-87.69798252154179 41.884736532974934)
275,170318371002012,P1_003N,POINT (-87.6981550301178 41.88431816235613)
276,170318371002012,P1_004N,POINT (-87.6977301696639 41.885168207296005)
277,170318371002012,P1_006N,POINT (-87.69774921417618 41.88479703494188)
278,170318371002012,P1_003N,POINT (-87.69792785285634 41.884963740329646)
279,170318371002012,P1_011N,POINT (-87.69866231712042 41.884344409767735)
280,170318371002012,P1_011N,POINT (-87.69848208397609 41.884486260951924)
281,170318371002012,P1_003N,POINT (-87.69841558650403 41.88424839120343)
282,170318371002012,P1_013N,POINT (-87.69841597521463 41.884366430481464)
283,170318371002012,P1_006N,POINT (-87.6975591535436 41.88422555427207)
284,170318371002012,P1_019N,POINT (-87.69776851661436 41.885199676230656)
285,170318371002012,P1_004N,POINT (-87.6984214789051 41.88461102752709)
286,170318371002012,P1_011N,POINT (-87.69762134321208 41.88507643885454)
287,170318371002012,P1_003N,POINT (-87.69795529764424 41.884597023305325)
288,170318371002012,P1_006N,POINT (-87.69879431270088 41.884537593890755)
289,170318371002012,P1_011N,POINT (-87.69772233660903 41.88501278673395)
290,170318371002012,P1_004N,POINT (-87.6978880393179 41.885040770737646)
291,170318371002012,P1_003N,POINT (-87.69791601098825 41.88467140079639)
292,170318371002012,P1_004N,POINT (-87.69877982347263 41.88444202183786)
293,170318371002012,P1_004N,POINT (-87.69755767096781 41.884438300171)
294,170318371002012,P1_004N,POINT (-87.69849465348774 41.88451994655128)
295,170318371002012,P1_019N,POINT (-87.69807355065656 41.884391159910926)
296,170318371002012,P1_004N,POINT (-87.69813607869041 41.88443321227721)
297,170318371002012,P1_019N,POINT (-87.69873612303917 41.88417865415899)
298,170318371002012,P1_003N,POINT (-87.698472903099 41.884719403334984)
299,170318371002012,P1_003N,POINT (-87.69772771190233 41.8850468578239)
300,170318371002012,P1_003N,POINT (-87.69784869474074 41.884775254439305)
301,170318371002012,P1_004N,POINT (-87.69763194444619 41.88493296135181)
302,170318371002012,P1_004N,POINT (-87.6987517682229 41.8846043030471)
303,170318371002012,P1_003N,POINT (-87.69789687364506 41.88484260939135)
304,170318371002012,P1_004N,POINT (-87.69852635230795 41.8844098254223)
305,170318371002012,P1_003N,POINT (-87.69798803401636 41.884482194088086)
306,170318371002012,P1_003N,POINT (-87.69756436425992 41.88449680441964)
307,170318371002012,P1_011N,POINT (-87.69762521921311 41.88513337460088)
308,170318371002012,P1_004N,POINT (-87.69828097080303 41.88470319940927)
309,170318371002012,P1_003N,POINT (-87.69761874322533 41.885135797271204)
310,170318371002012,P1_019N,POINT (-87.69775145763865 41.88516940855172)
311,170318371002012,P1_003N,POINT (-87.69879574869623 41.88465726201722)
312,170318371002012,P1_004N,POINT (-87.69874703377381 41.884524684348264)
313,170318371002012,P1_003N,POINT (-87.69867076646973 41.88425396849958)
314,170318371002012,P1_004N,POINT (-87.69862584644223 41.88449882405062)
315,170318371002012,P1_011N,POINT (-87.69859425327628 41.884338713104555)
316,170318371002012,P1_011N,POINT (-87.69844319311731 41.88440945999041)
317,170318371002012,P1_013N,POINT (-87.69758624647362 41.884795629960195)
318,170318371002012,P1_003N,POINT (-87.69836118552192 41.88453234068856)
319,170318371002012,P1_004N,POINT (-87.69870692607337 41.88444257081143)
320,170318371002012,P1_011N,POINT (-87.69857150398384 41.884542744334134)
321,170318371002012,P1_004N,POINT (-87.69784636346019 41.88524948981224)
322,170318371002012,P1_003N,POINT (-87.69847843236495 41.88461163238685)
323,170318371002012,P1_003N,POINT (-87.6976606868139 41.88499949753963)
324,170318371002012,P1_004N,POINT (-87.69759361560796 41.88494865014405)
325,170318371002012,P1_011N,POINT (-87.69770511742672 41.884745050393384)
326,170318371002012,P1_011N,POINT (-87.69781331703862 41.88494757346934)
327,170318371002012,P1_004N,POINT (-87.69754350737016 41.884551781767726)
328,170318371002012,P1_003N,POINT (-87.69767999792379 41.88536080710754)
329,170318371002012,P1_004N,POINT (-87.698276687419 41.88455203623046)
330,170318371002012,P1_013N,POINT (-87.69853684403684 41.88445968436217)
331,170318371002012,P1_004N,POINT (-87.69770526022111 41.88487623797629)
332,170318371002012,P1_004N,POINT (-87.69867252205306 41.88422844171961)
333,170318371002012,P1_003N,POINT (-87.69825782795331 41.88438100507897)
334,170318371002012,P1_015N,POINT (-87.69824197021762 41.8846880447953)
335,170318371002012,P1_004N,POINT (-87.69823321732319 41.88447871100293)
336,170318371002012,P1_013N,POINT (-87.69819944943242 41.884450427371426)
337,170318371002012,P1_015N,POINT (-87.6983532318884 41.88418805871769)
338,170318371002012,P1_003N,POINT (-87.69812935599029 41.88440047223498)
339,170318371002012,P1_004N,POINT (-87.69774524833853 41.88431182750949)
340,170318371002012,P1_003N,POINT (-87.69806534780813 41.884220447579196)
341,170318371002012,P1_004N,POINT (-87.69875346134293 41.88469121932957)
342,170318371002012,P1_003N,POINT (-87.69791162224253 41.8853410769799)
343,170318371002012,P1_003N,POINT (-87.6977996724033 41.88431391780081)
344,170318371002012,P1_019N,POINT (-87.69791016803534 41.88539927622853)
345,170318371002012,P1_004N,POINT (-87.69796757914972 41.88442769751563)
346,170318371002012,P1_004N,POINT (-87.69828418651957 41.88466237969743)
347,170318371002012,P1_013N,POINT (-87.69772940030964 41.88459808211225)
348,170318371002012,P1_004N,POINT (-87.69789499705844 41.8845577348795)
349,170318371002012,P1_011N,POINT (-87.69822392559416 41.884692183847065)
350,170318371002012,P1_004N,POINT (-87.6978988676299 41.884612232897375)
351,170318371002012,P1_004N,POINT (-87.6976195363402 41.88534995420769)
352,170318371002012,P1_004N,POINT (-87.69763105472506 41.88525480536134)
353,170318371002012,P1_003N,POINT (-87.69759397621785 41.88532670397658)
354,170318371002012,P1_003N,POINT (-87.69797562354967 41.884696923832934)
355,170318371002012,P1_003N,POINT (-87.69826933178301 41.88462484067688)
356,170318371002012,P1_013N,POINT (-87.69776598592708 41.8848063639385)
357,170318371002012,P1_004N,POINT (-87.69774032190325 41.88434253945594)
358,170318371002012,P1_004N,POINT (-87.69866221362543 41.88446747439479)
359,170318371002012,P1_003N,POINT (-87.69763337122727 41.88426712439059)
360,170318371002012,P1_004N,POINT (-87.69862564460551 41.884593510130465)
361,170318371002012,P1_004N,POINT (-87.6975800719946 41.884645075966)
362,170318371002012,P1_004N,POINT (-87.69835637199574 41.88473043741907)
363,170318371002012,P1_004N,POINT (-87.69767037870757 41.88473667867748)
364,170318371002012,P1_011N,POINT (-87.69870940264853 41.8843310623682)
365,170318371002012,P1_003N,POINT (-87.69853331138249 41.88472509764637)
366,170318371002012,P1_003N,POINT (-87.69833345646173 41.884658724754)
367,170318371002012,P1_004N,POINT (-87.69787550375935 41.88477843760739)
368,170318371002012,P1_004N,POINT (-87.69793211469964 41.88491627554046)
369,170318371002012,P1_004N,POINT (-87.69761334846378 41.885160978086176)
370,170318371002012,P1_004N,POINT (-87.69775527428001 41.88455114783199)
371,170318371002012,P1_004N,POINT (-87.69796664745587 41.884472644934306)
372,170318371002012,P1_019N,POINT (-87.69772302574658 41.88544833252957)
373,170318371002012,P1_004N,POINT (-87.69823601739414 41.884324492897086)
374,170318371002012,P1_004N,POINT (-87.69858885231828 41.884526963533396)
375,170318371002012,P1_004N,POINT (-87.69779800887011 41.8846236139276)
376,170318371002012,P1_004N,POINT (-87.69821279401603 41.88427208507632)
377,170318371002012,P1_003N,POINT (-87.6981428297448 41.884548303605605)
378,170318371002012,P1_004N,POINT (-87.69840473542327 41.884246503267185)
379,170318371002012,P1_004N,POINT (-87.69868686981147 41.884222163098315)
380,170318371002012,P1_006N,POINT (-87.69778964930967 41.88519301256055)
381,170318371002012,P1_004N,POINT (-87.69849309076098 41.88446235545107)
382,170318371002012,P1_003N,POINT (-87.69824040617196 41.88453188403083)
383,170318371002012,P1_003N,POINT (-87.69878865419376 41.88438237692097)
384,170318371002012,P1_004N,POINT (-87.6983341052888 41.884388463834334)
385,170318371002012,P1_003N,POINT (-87.69775972650089 41.88461221484906)
386,170318371002012,P1_003N,POINT (-87.6986498062517 41.88421498520602)
387,170318371002012,P1_006N,POINT (-87.69855719704191 41.884281122287945)
